発注日,キャンセル日,発注元,発注先,管理,№,同時出荷,発注内容区分,ＢＲＫ物件№,ＢＲＫ注文№,材料手配,図面,住所,営業希望出荷日,代理店コード,代理店発注№,販売店名,現場名,納入先住所,納入先tel,届け先,LIXIL担当,商品名,サイズ,数量,粒米,重量,梱包,見積№,販売金額,商社特約店価格,営業備考欄①,営業備考欄②,営業備考欄③,営業備考欄④,営業備考欄⑤,距離,運賃,納入順位,配送備考,EOC受注日,工場,特注コード,納入方法,納入イレ,協力企業納期回答日,協力企業出荷日,協力企業備考欄,EOC納期回答日,出荷方法,確定出荷日,出荷元,キャンセル,出荷日変更１,出荷日変更２,出荷日変更３,出荷日変更４,出荷日変更５,着日変更１,着日変更２,着日変更３,着日変更４,着日変更５,納入場所変更１,納入場所変更２,納入場所変更３,納入場所変更４,納入場所変更５,納入方法変更１,納入方法変更２,納入方法変更３,納入方法変更４,納入方法変更５,協力企業価格回答日,色１,重量１,色２,重量２,色３,重量３,色４,重量４,加工費,有償部品,無償部品,商品原価,価格イレ,EOC仕切回答日,営業仕切,ｷｬﾝｾﾙ費用発生,特記事項,EOC備考欄①,EOC伝票処理日,EOC備考欄②,EOC備考欄③,EOC備考欄④,エリア,ゾーン,保留,重点販売,着日,着時間,共有備考欄①,共有備考欄②
2017/07/14 14:55:57,,KF76,KX18,AB,7021,,1,,,,,1,2017/08/10,'523332,,,,,,,古木,チェーン,,1,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/20 9:16:56,,KF76,KK54,AG,4006,,1,,,,0,0,2023/05/02,'523325,㈱ユニオン,株式会社ユニオン,某物件（ユニオン様ご依頼分）,株式会社ユニオン　札幌支店　北海道　札幌市　白石区　中央２条６丁目１－１９,,,木村,サポートレール１型,,,,,,,13545,,,,,,,,,,,2023/04/20,KX18,,小口,1,2023/04/21,2023/05/09,,2023/04/21,小口,2023/05/09,KY41,,,,,,,,,,,,H7 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,北海道, ,,,,,,,
2023/04/25 11:09:34,,KF76,KK54,AG,4007,,1,,,,0,,2023/05/18,'523332,１８９６９－４－６３９３,日本ロマックス株式会社,〇苫小牧市立病院　防護柵補修,　　,,,木村,ＳＴＥ,,,,,,,21175,,,,,,,,,,,2023/04/25,KX18,,小口,1,2023/04/26,2023/05/22,,2023/04/26,小口,2023/05/22,KY41,,,,,,,,,,,,JX ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,北海道, ,,,,,,,
2023/04/25 11:12:44,,KF76,KK54,AG,4008,,3,,,,0, ,2023/05/18,'523332,１８９６９－４－６３９３,日本ロマックス株式会社,〇苫小牧市立病院　防護柵補修,　　,,,木村,ＳＴＥ　　　　　,,,,,,,8400,,,,,,,,,,,2023/04/26,IR11,ZWD51,定期,1,2023/04/25,2023/05/18,,2023/04/26,小口,2023/05/22,KY41,,,,,,,,,,,,JX ,,,,,,,,,,2023/04/25,,0,,0,,0,,0,0,4140,0,0,1,2023/04/25,5880,,実働9日後入力予定,TB②4021,2023/05/19,,,,北海道,,,,,,,,
2023/04/26 9:33:43,,KF76,KK54,AG,4009,,1,,,,0,0,2023/05/12,'332114,ＥＥＪ３１７６７, ,○㈱明興様分：サポートレール,（株）明興　御中　北海道　札幌市　白石区　菊水元町８条３丁目１－２７,,,木村,サポートレール２型,,,,,,,55170,,,,,,,,,,,2023/04/26,KX18,,小口,1,2023/04/27,2023/05/16,,2023/04/27,小口,2023/05/16,KY41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,北海道, ,,,,,,,
2023/04/26 13:28:11,,KF76,KK54,AG,4010,,1,,,,0, ,2023/05/26,'332114,ＥＥＪ３１７１１／１０３２９６,株式会社明興,フェラーリ中古車ショールーム,フェラーリ中古車ショールーム　北海道　札幌市　東区　東苗穂５条３丁目４,,,木村,オブリークフェンスＲ,,,,,,,34195,,,,,,,,,,,2023/04/27,KX18,,チャーター,1,2023/04/28,2023/06/02,,2023/04/28,チャーター,2023/06/02,KY41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,北海道,,,,,,4T*1,,
2023/04/26 13:32:44,,KF76,KK54,AG,4011,,3,,,,0, ,2023/05/29,'332114,ＥＥＪ３１７１１／１０３２９５,株式会社明興,フェラーリ中古車ショールーム,フェラーリ中古車ショールーム　北海道　札幌市　東区　東苗穂５条３丁目４,,,木村,オブリークフェンスＲ,,,,,,,533840,,,,,,,,,,,2023/04/27,IQ70,ZWE23,定期,1,2023/04/27,2023/05/30,,2023/04/28,チャーター,2023/06/02,KY41,,,,,,,,,,,,,,,,,,,,,,2023/04/27,,0,,0,,0,,0,0,0,0,268534,1,2023/04/27,342210,,,白F③4032,2023/05/31,,,,北海道,,,,,,除外,,
2023/04/26 13:37:33,,KF76,KK54,AG,4012,,3,,,,0, ,2023/05/29,'332114,ＥＥＪ３１７１１／１０３２９６,株式会社明興,フェラーリ中古車ショールーム,フェラーリ中古車ショールーム　北海道　札幌市　東区　東苗穂５条３丁目４,,,木村,オブリーク門扉　ＲＢ,,,,,,,295080,,,,,,,,,,,2023/04/27,IQ70,ZWE23,定期,1,2023/04/27,2023/05/30,,2023/04/28,チャーター,2023/06/02,KY41,,,,,,,,,,,,,,,,,,,,,,2023/04/27,,0,,0,,0,,0,0,0,0,145234,1,2023/04/27,189152,,,白F③4032,2023/05/31,,,,北海道,,,,,,除外,,
2023/04/27 8:51:43,,KF76,KK54,AG,4013,,1,,,,0,0,2023/05/10,'332114,ＥＥＪ３１７７５, ,〇東洋タイヤテストコース駐車,佐呂間トラック㈱　北海道　常呂郡　佐呂間町　字宮前町１７４番地２,,,木村,ステンレス製車止め,,,,,,,11850,,,,,,,,,,,2023/04/27,KX18,,小口,1,2023/04/28,2023/05/10,,2023/04/28,小口,2023/05/10,KY41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,北海道, ,,,,,,,
2023/05/08 9:22:42,,KF76,KK54,AG,5001,,1,,,,0,0,2023/06/02,'332114,ＥＥＪ３１７１１／１０３２９５,株式会社明興,フェラーリ中古車ショールーム,フェラーリ中古車ショールーム　北海道　札幌市　東区　東苗穂５条３丁目４,,,木村,オブリークフェンス,,,,,,,360,,,,,,,,,,,2023/05/08,KX18,,チャーター,1,2023/05/09,2023/06/02,,2023/05/09,チャーター,2023/06/02,KY41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,北海道, ,,,,,除外,,
2023/05/22 8:43:07,,KF76,KK54,AG,5002,,3,,,,0,0,2023/06/14,'332114,ＥＥＪ３１９５６,株式会社明興,フェラーリ中古車ショールーム,㈱明興　北海道　札幌市　白石区　菊水元町８条３丁目１－２７,,,木村,オブリークフェンスＲ,,,,,,,10500,,,,,,,,,,,2023/05/22,IQ70,ZWE23,小口,,2023/05/22,2023/06/14,,2023/05/22,小口,2023/06/14,,,,,,,,,,,,,,,,,,,,,,,2023/05/23,,0,,0,,0,,0,0,0,0,6169,1,2023/05/23,6730,,,白F③4032,2023/06/15,,,,北海道, ,,,,,,,
2023/05/23 8:57:47,,KF76,KK54,AG,5003,,1,,,,0,0,2023/06/06,'332114,ＥＥＪ３１９５７,株式会社明興,フェラーリ中古車ショールーム,㈱明興　北海道　札幌市　白石区　菊水元町８条３丁目１－２７,,,木村,オブリークフェンス,,,,,,,1145,,,,,,,,,,,2023/05/23,KX18,,小口,1,2023/05/24,2023/06/06,,2023/05/24,小口,2023/06/06,KY41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,北海道, ,,,,,,,
2023/05/31 9:14:19,,KF76,KK54,AG,5004,,3,,,,0,,2023/07/13,'691331, , ,共栄調整槽外構工事（追加）,　　,,,木村,ＧＩフェンス　　　　,,,,,,,13599,,,,,,,,,,,2023/05/31,IQ70,ZWZ06,定期,1,2023/06/23,2023/07/13,,2023/06/26,チャーター,2023/07/18,KY41,,,,,,,,,,,,JX ,,,,,,,,,,2023/06/23,,0,,0,,0,,0,0,0,0,105155,1,2023/06/23,158829,,営業問い合わせ中,白F③5012,2023/07/14,,,,北海道, ,,,,,4T*1,,
2023/06/01 15:32:34,,KF76,KK54,AG,6001,,3,,,,0, ,2023/06/19,'523332,１９０２５－８－８４１７,日本ロマックス株式会社,〇円山宮ヶ丘計画シティテラス,　北海道　札幌市　中央区　宮ケ丘２丁目１　シティテラス宮ヶ丘,,,木村,アーキライン　スクリ,,,,,,,526700,,,,,,,,,,,2023/06/02,IQ70,ZWE39,チャーター,,2023/06/02,2023/06/23,,2023/06/02,チャーター,2023/06/23,,,,,,,,,,,,,,,,,,,,,,,2023/06/02,,0,,0,,0,,0,0,0,0,282749,1,2023/06/02,368319,,,白F③5009,2023/06/26,,,,北海道,,,,,,4T指定なし×1,,
2023/06/06 13:17:37,,KF76,KK54,AG,6002,,1,,,,0,,2023/06/19,'523349,１－０１２,環境資材有限会社帯広営業所,なつぞら公園（ドッグラン）,　　,,,木村,ＨＧＮＡ,,,,,,,1564837,,,,,,,,,,,2023/06/13,KX18,,チャーター,1,2023/06/13,2023/06/28,,2023/06/13,チャーター,2023/06/28,KY41,,,,,,,,,,,,J9 ,,,,,,,,,,,,,,,,,,,,,,,,,,,実働7日後入力予定,,,,,,北海道, ,,,,,10T*1,,
2023/06/07 9:49:32,,KF76,KK54,AG,6003,,1,,,,0,,2023/06/28,'523349,１－０１２,環境資材有限会社帯広営業所,なつぞら公園（ドッグラン）,　　,,,木村,ＨＧＮＡシリンダー錠,,,,,,,3700,,,,,,,,,,,2023/06/09,KX18,,チャーター,1,2023/06/09,2023/06/30,,2023/06/09,チャーター,2023/06/30,KY41,,,,,,,,,,,,JX ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,北海道, ,,,,,4T*1,,
2023/06/07 9:57:43,,KF76,KK54,AG,6004,,2,,,,0,,2023/06/27,'523349,１－０１２,環境資材有限会社帯広営業所,なつぞら公園（ドッグラン）,　　,,,木村,ＨＧＮＡシリンダー錠,,,,,,,46800,,,,,,,,,,,2023/06/08,ITK6,ZWE17,定期,1,2023/06/07,2023/06/15,,2023/06/09,チャーター,2023/06/30,KY41,,,,,,,,,,,,JX ,,,,,,,,,,2023/06/08,,0,,0,,0,,0,0,0,0,0,1,2023/06/08,32712,,,,2023/06/16,,,,北海道,,,,,,除外,,
2023/06/07 10:01:00,,KF76,KK54,AG,6005,,2,,,,0,,2023/06/27,'523349,１－０１２,環境資材有限会社帯広営業所,なつぞら公園（ドッグラン）,　　,,,木村,ＨＧＮＡシリンダー錠,,,,,1,,9000,,,,,,,,,,,2023/06/08,IM40,ZWE17,定期,1,2023/06/07,2023/06/27,,2023/06/09,チャーター,2023/06/30,KY41,,,,,,,,,,,,JX ,,,,,,,,,,2023/06/08,,0,,0,,0,,0,0,0,0,4103,1,2023/06/08,6279,,,,2023/06/28,,,,北海道,,,,,,除外,,
2023/06/07 10:03:10,,KF76,KK54,AG,6006,,2,,,,0,,2023/06/27,'523349,１－０１２,環境資材有限会社帯広営業所,なつぞら公園（ドッグラン）,　　,,,木村,ＨＧＮＡシリンダー錠,,,,,,,46800,,,,,,,,,,,2023/06/08,ITK6,ZWE17,定期,1,2023/06/07,2023/06/15,,2023/06/09,チャーター,2023/06/30,KY41,,,,,,,,,,,,JX ,,,,,,,,,,2023/06/08,,0,,0,,0,,0,0,0,0,0,1,2023/06/08,32712,,,,2023/06/16,,,,北海道,,,,,,除外,,
2023/06/07 10:05:16,,KF76,KK54,AG,6007,,2,,,,0,,2023/06/27,'523349,１－０１２,環境資材有限会社帯広営業所,なつぞら公園（ドッグラン）,　　,,,木村,ＨＧＮＡシリンダー錠,,,,,1,,9000,,,,,,,,,,,2023/06/08,IM40,ZWE17,定期,1,2023/06/07,2023/06/27,,2023/06/09,チャーター,2023/06/30,KY41,,,,,,,,,,,,JX ,,,,,,,,,,2023/06/08,,0,,0,,0,,0,0,0,0,4103,1,2023/06/08,6279,,,,2023/06/28,,,,北海道,,,,,,除外,,
2023/06/07 10:07:26,,KF76,KK54,AG,6008,,2,,,,0,,2023/06/27,'523349,１－０１２,環境資材有限会社帯広営業所,なつぞら公園（ドッグラン）,　　,,,木村,ＨＧＮＡシリンダー錠,,,,,,,70700,,,,,,,,,,,2023/06/08,ITK6,ZWE17,定期,1,2023/06/07,2023/06/15,,2023/06/09,チャーター,2023/06/30,KY41,,,,,,,,,,,,JX0,,,,,,,,,,2023/06/08,,0,,0,,0,,0,0,0,0,0,1,2023/06/08,49378,,,,2023/06/16,,,,北海道,,,,,,除外,,
2023/06/07 10:10:42,,KF76,KK54,AG,6009,,2,,,,0,,2023/06/27,'523349,１－０１２,環境資材有限会社帯広営業所,なつぞら公園（ドッグラン）,　　,,,木村,ＨＧＮＡシリンダー錠,,,,,2,,18000,,,,,,,,,,,2023/06/08,IM40,ZWE17,定期,1,2023/06/07,2023/06/27,,2023/06/09,チャーター,2023/06/30,KY41,,,,,,,,,,,,JX ,,,,,,,,,,2023/06/08,,0,,0,,0,,0,0,0,0,8206,1,2023/06/08,12558,,,,2023/06/28,,,,北海道,,,,,,除外,,
2023/06/07 10:12:52,,KF76,KK54,AG,6010,,2,,,,0,,2023/06/27,'523349,１－０１２,環境資材有限会社帯広営業所,なつぞら公園（ドッグラン）,　　,,,木村,ＨＧＮＡシリンダー錠,,,,,,,54600,,,,,,,,,,,2023/06/08,ITK6,ZWE17,定期,1,2023/06/07,2023/06/15,,2023/06/09,チャーター,2023/06/30,KY41,,,,,,,,,,,,JX ,,,,,,,,,,2023/06/08,,0,,0,,0,,0,0,0,0,0,1,2023/06/08,38137,,,,2023/06/16,,,,北海道,,,,,,除外,,
2023/06/07 10:19:30,,KF76,KK54,AG,6011,,2,,,,0,,2023/06/27,'523349,１－０１２,環境資材有限会社帯広営業所,なつぞら公園（ドッグラン）,　　,,,木村,ＨＧＮＡシリンダー錠,,,,,1,,12000,,,,,,,,,,,2023/06/08,IM40,ZWE17,定期,1,2023/06/07,2023/06/27,,2023/06/09,チャーター,2023/06/30,KY41,,,,,,,,,,,,JX ,,,,,,,,,,2023/06/08,,0,,0,,0,,0,0,0,0,4536,1,2023/06/08,8333,,,,2023/06/28,,,,北海道,,,,,,除外,,
2023/06/07 10:24:30,,KF76,KK54,AG,6012,,3,,,,0,,2023/06/27,'523349,１－０１２,環境資材有限会社帯広営業所,なつぞら公園（ドッグラン）,　　,,,木村,ＨＧＮＡシリンダー錠,,,,,,,54600,,,,,,,,,,,2023/06/08,ITK6,ZWE17,定期,1,2023/06/07,2023/06/15,,2023/06/09,チャーター,2023/06/30,KY41,,,,,,,,,,,,JX ,,,,,,,,,,2023/06/08,,0,,0,,0,,0,0,0,0,0,1,2023/06/08,38137,,,,2023/06/16,,,,北海道,,,,,,除外,,
2023/06/07 10:26:35,,KF76,KK54,AG,6013,,2,,,,0,,2023/06/27,'523349,１－０１２,環境資材有限会社帯広営業所,なつぞら公園（ドッグラン）,　　,,,木村,ＨＧＮＡシリンダー錠,,,,,1,,12000,,,,,,,,,,,2023/06/08,IM40,ZWE17,定期,1,2023/06/07,2023/06/27,,2023/06/07,チャーター,2023/06/30,KY41,,,,,,,,,,,,JX ,,,,,,,,,,2023/06/08,,0,,0,,0,,0,0,0,0,4536,1,2023/06/08,8333,,,,2023/06/28,,,,北海道,,,,,,除外,,
2023/06/07 10:29:04,,KF76,KK54,AG,6014,,2,,,,0,,2023/06/27,'523349,１－０１２,環境資材有限会社帯広営業所,なつぞら公園（ドッグラン）,　　,,,木村,ＨＧＮＡシリンダー錠,,,,,,,82000,,,,,,,,,,,2023/06/08,ITK6,ZWE17,定期,1,2023/06/07,2023/06/15,,2023/06/09,チャーター,2023/06/30,KY41,,,,,,,,,,,,J3 ,,,,,,,,,,2023/06/08,,0,,0,,0,,0,0,0,0,0,1,2023/06/08,57284,,,,2023/06/16,,,,北海道,,,,,,除外,,
2023/06/07 10:31:40,,KF76,KK54,AG,6015,,2,,,,0,,2023/06/27,'523349,１－０１２,環境資材有限会社帯広営業所,なつぞら公園（ドッグラン）,　　,,,木村,ＨＧＮＡシリンダー錠,,,,,2,,23900,,,,,,,,,,,2023/06/08,IM40,ZWE17,定期,1,2023/06/07,2023/06/27,,2023/06/09,チャーター,2023/06/30,KY41,,,,,,,,,,,,JX ,,,,,,,,,,2023/06/08,,0,,0,,0,,0,0,0,0,9072,1,2023/06/08,16666,,,,2023/06/28,,,,北海道,,,,,,除外,,
2023/06/07 10:34:53,,KF76,KK54,AG,6016,,2,,,,0,,2023/07/10,'UA87,ＵＡ８７／２１９５８３, ,ラングベールＡＬ型　小松様依,北海道函館市鍛冶２ー３５－３０,0138-32-6671,小松様,木村,ラングベールＡＬ型　,,,,,,,1214160,,,,,,,,,,,2023/06/07,IDU2,ZWZ95,チャーター,,2023/06/07,2023/07/12,,2023/06/07,チャーター,2023/07/12,,,,,,,,,,,,,,,,,,,,,,,2023/06/07,,0,,0,,0,,0,0,0,0,617023,,2023/06/07,778308,,,,2023/07/14,,,,北海道, ,,,,,10TU×１,,
2023/06/20 8:59:28,,KF76,KK54,AG,6017,,1,,,,0,,2023/08/02,'523349, ,環境資材有限会社帯広営業所,丘の町公園整備工事,　　,,,木村,ＨＧＮＡ,,,,,,,141029,,,,,,,,,,,2023/06/29,KX18,,チャーター,1,2023/06/29,2023/08/02,,2023/06/29,チャーター,2023/08/02,KY41,,,,,,,,,,,,J5 ,,,,,,,,,,,,,,,,,,,,,,,,,,,実働7日後入力予定,,,,,,北海道, ,,,,,4T*1,,
2023/06/21 10:48:02,,KD36,KK54,AG,6018,,3,,,,0,0,2023/07/03,'580634,Ｆ－９１６５８, ,○宮崎容器ＮＡＲⅡ補修部材,藤商事（株）　　,,,太田,ＮＡＲⅡ【アルミ製】,,,,,,,2160,,,,,,,,,,,2023/06/21,IDU2,ZWE38,定期,1,2023/06/21,2023/07/04,,2023/06/22,定期,2023/07/07,KY41,,,,,,,,,,,,,,,,,,,,,,2023/06/21,,0,,0,,0,,0,0,0,0,1050,1,2023/06/21,1368,,,NO②6028,2023/07/05,,,,北海道, ,,,,,,,
2023/07/03 9:23:22,,KF76,KK54,AG,7001,,1,,,,0,0,2023/08/07,'332114,ＥＥＪ３２４７５, ,※３・４・２２号三輪通改築工,㈱美山建設　北海道　北見市　上ところ２０－４４,,,木村,サポートレール３型,,,,,,,203330,,,,,,,,,,,2023/07/03,KX18,,チャーター,1,2023/07/05,2023/08/17,,2023/07/05,チャーター,2023/08/17,KY41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,北海道, ,,,,,4T*1,,
2023/07/03 9:26:33,,KF76,KK54,AG,7002,,3,,,,0, ,2023/08/07,'332114,ＥＥＪ３２４７５,,※３・４・２２号三輪通改築工,㈱美山建設　北海道　北見市　上ところ２０－４４,,,木村,サポートレール３型,,,,,,,152700,,,,,,,,,,,2023/07/03,IQ70,ZWD19,定期,1,2023/07/04,2023/08/07,,2023/07/05,チャーター,2023/08/17,KY41,,,,,,,,,,,,,,,,,,,,,,2023/07/04,,0,,0,,0,,0,0,0,0,50000,1,2023/07/04,106748,,営業問い合わせ中,TT③5006,2023/08/08,,,AGP7002支給,北海道,,,,,,除外,,
2023/07/03 14:03:08,,KF76,KK54,AG,7003,,1,,,,0,,2023/08/30,'332114,ＥＥＪ３２４８１,株式会社山一総業,入江運動公園テニスコート整備,　　,,,木村,サポートレールＵＤ,,,,,,,1578780,,,,,,,,,,,2023/07/04,KX18,,チャーター,1,2023/07/05,2023/09/19,,2023/07/05,チャーター,2023/09/19,KY41,,TX ,E0,,,,,,,,,JX ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,北海道, ,,,,,4T*1,,
